emp_no,first_name,last_name,to_date,dept_no,dept_name
259182,Kellyn,Ozeki,9999-01-01,d005,Development
259194,Sandeepan,Merli,9999-01-01,d007,Sales
259202,Bodh,Moehrke,9999-01-01,d005,Development
259241,Becky,Setiz,9999-01-01,d007,Sales
259248,Chuanyi,Hertweck,9999-01-01,d005,Development
259259,Douadi,Gist,9999-01-01,d007,Sales
259277,Sarita,Jansch,9999-01-01,d005,Development
259311,Menkae,Hofstetter,9999-01-01,d007,Sales
259313,Masadi,Aingworth,9999-01-01,d007,Sales
259326,Sachar,Perly,9999-01-01,d007,Sales
259382,Gurbir,Ushiama,9999-01-01,d005,Development
259391,Gadiel,Fiebach,9999-01-01,d005,Development
259405,Yurij,Brookner,9999-01-01,d005,Development
259410,Yechezkel,Waleschkowski,9999-01-01,d005,Development
259414,Lena,Daescu,9999-01-01,d007,Sales
259424,Barun,Dayana,9999-01-01,d007,Sales
259431,Mitchel,Gluchowski,9999-01-01,d005,Development
259440,Subir,Shumilov,9999-01-01,d005,Development
259443,Yongmin,Ramsay,9999-01-01,d007,Sales
259467,Marit,Majewski,9999-01-01,d007,Sales
259501,Udi,Zultner,9999-01-01,d005,Development
259512,Jinxi,Arlazarov,9999-01-01,d005,Development
259517,Tremaine,Miyakawa,9999-01-01,d005,Development
259536,Siamak,Verhoeff,9999-01-01,d005,Development
259542,Heekeun,Quaggetto,9999-01-01,d007,Sales
259609,Kristian,Prochazka,9999-01-01,d007,Sales
259613,Ulf,Vesel,9999-01-01,d005,Development
259660,Kristinn,Melter,9999-01-01,d007,Sales
259663,Masaki,Casley,9999-01-01,d005,Development
259679,Jiong,Ishibashi,9999-01-01,d005,Development
259707,Rosella,Perin,9999-01-01,d005,Development
259716,Remzi,Kolinko,9999-01-01,d007,Sales
259722,Candida,Vendrig,9999-01-01,d005,Development
259731,Masaki,Flasterstein,9999-01-01,d007,Sales
259803,Kensyu,Zielinski,9999-01-01,d007,Sales
259856,Yuriy,Camurati,9999-01-01,d005,Development
259863,Jovan,Siegrist,9999-01-01,d007,Sales
259898,Lakshmi,Angel,9999-01-01,d005,Development
259900,Taiji,Sanella,9999-01-01,d007,Sales
259916,Tzu,Demri,9999-01-01,d005,Development
259917,Isaac,Marletta,9999-01-01,d005,Development
259949,Marc,Veeraraghavan,9999-01-01,d005,Development
259951,Shir,Beerel,9999-01-01,d005,Development
259960,Danae,Thambidurai,9999-01-01,d005,Development
260000,Sudhanshu,Kalefeld,9999-01-01,d005,Development
260011,Rosalie,Falck,9999-01-01,d007,Sales
260037,Naraig,Prochazka,9999-01-01,d005,Development
260082,Gina,Swan,9999-01-01,d007,Sales
260101,Dhritiman,Ghazalie,9999-01-01,d007,Sales
260126,Spyrose,Worfolk,9999-01-01,d005,Development
260144,Fun,Baja,9999-01-01,d007,Sales
260145,Lihong,Rajcani,9999-01-01,d007,Sales
260193,Maya,Rassart,9999-01-01,d005,Development
260206,Pranjal,Waterhouse,9999-01-01,d005,Development
260273,Lillian,McAlpine,9999-01-01,d005,Development
260305,Jiong,Gill,9999-01-01,d005,Development
260322,Arlette,Lamparter,9999-01-01,d005,Development
260331,Niteen,Matteis,9999-01-01,d007,Sales
260359,Kensyu,Furudate,9999-01-01,d005,Development
260378,Taisook,Basagni,9999-01-01,d005,Development
260415,Lobel,Broder,9999-01-01,d005,Development
260417,Wuxu,Trachtenberg,9999-01-01,d005,Development
260418,Alejandro,Pezzoli,9999-01-01,d005,Development
260420,Yurii,Senzako,9999-01-01,d007,Sales
260423,Debaprosad,Papadias,9999-01-01,d005,Development
260427,Munehiro,Jervis,9999-01-01,d005,Development
260441,Ennio,Gruenwald,9999-01-01,d005,Development
260502,Danco,Jeong,9999-01-01,d007,Sales
260507,Foong,Lueh,9999-01-01,d005,Development
260529,Nechama,Hofstetter,9999-01-01,d005,Development
260541,Ute,Scharstein,9999-01-01,d007,Sales
260550,Ebru,Birjandi,9999-01-01,d005,Development
260551,Alper,Murtha,9999-01-01,d005,Development
260612,Roded,Conte,9999-01-01,d007,Sales
260667,Akemi,Weedon,9999-01-01,d005,Development
260690,Kristin,Tibblin,9999-01-01,d005,Development
260693,Oksana,Mungall,9999-01-01,d005,Development
260700,Eishiro,Taubenfeld,9999-01-01,d007,Sales
260727,Nalini,Billawala,9999-01-01,d007,Sales
260764,Honesty,Kalefeld,9999-01-01,d005,Development
260781,Bangqing,Walstra,9999-01-01,d005,Development
260790,Niteen,Perfilyeva,9999-01-01,d005,Development
260834,Khoa,Tomescu,9999-01-01,d005,Development
260889,Mona,Streng,9999-01-01,d005,Development
260895,Prasadram,Templeman,9999-01-01,d007,Sales
260911,Tru,Vecchio,9999-01-01,d005,Development
260920,Irena,Highland,9999-01-01,d007,Sales
260949,Sudharsan,Oberman,9999-01-01,d007,Sales
260981,Reuven,Ermel,9999-01-01,d007,Sales
260994,Kazuhide,Schonegge,9999-01-01,d005,Development
261007,Yakkov,Jayawardene,9999-01-01,d007,Sales
261010,Fei,Nourani,9999-01-01,d005,Development
261053,Uwe,Honglei,9999-01-01,d007,Sales
261070,King,Zuberek,9999-01-01,d005,Development
261075,Chandrasekaran,Esposito,9999-01-01,d007,Sales
261102,Chaoyi,Speckmann,9999-01-01,d007,Sales
261109,Bogdan,Quadeer,9999-01-01,d005,Development
261127,Tremaine,Pena,9999-01-01,d007,Sales
261135,Chriss,Noriega,9999-01-01,d005,Development
261136,Vishv,Joslin,9999-01-01,d007,Sales
261194,Nimmagadda,Nitta,9999-01-01,d005,Development
261196,Maya,Kitsuregawa,9999-01-01,d005,Development
261226,Zhaofang,Baby,9999-01-01,d007,Sales
261249,Gift,Negoita,9999-01-01,d005,Development
261274,Mads,Serra,9999-01-01,d005,Development
261279,Ghassan,Sgarro,9999-01-01,d007,Sales
261298,Ottavia,Ventosa,9999-01-01,d005,Development
261321,Aram,Eldridge,9999-01-01,d007,Sales
261337,Deniz,Leslie,9999-01-01,d007,Sales
261365,Feiyu,Asmuth,9999-01-01,d007,Sales
261409,Chiradeep,Cairo,9999-01-01,d007,Sales
261446,Erzsebet,Ligten,9999-01-01,d007,Sales
261451,Randi,Gide,9999-01-01,d007,Sales
261458,Eberhardt,Swiss,9999-01-01,d005,Development
261468,Radoslaw,Covnot,9999-01-01,d005,Development
261510,Takahito,Ohori,9999-01-01,d005,Development
261526,Fumiyo,Munro,9999-01-01,d007,Sales
261527,Arunachalam,Butner,9999-01-01,d005,Development
261548,Gita,Karunanithi,9999-01-01,d007,Sales
261569,Thodoros,Albarhamtoshy,9999-01-01,d007,Sales
261607,Billur,Gunderson,9999-01-01,d005,Development
261635,Amalendu,Ruther,9999-01-01,d005,Development
261686,Kenton,Perin,9999-01-01,d005,Development
261695,Giri,Acton,9999-01-01,d005,Development
261700,Mamdouh,Gronowski,9999-01-01,d005,Development
261702,Goa,Kaltofen,9999-01-01,d005,Development
261729,Oldrich,Mawatari,9999-01-01,d005,Development
261754,Tzvetan,Bala,9999-01-01,d005,Development
261764,Kenton,Viele,9999-01-01,d005,Development
261801,Van,Kinley,9999-01-01,d007,Sales
261815,Makato,Zaumen,9999-01-01,d005,Development
261817,Guadalupe,Kowalchuk,9999-01-01,d005,Development
261846,Phuoc,Farris,9999-01-01,d005,Development
261849,Alselm,Makinen,9999-01-01,d005,Development
261856,Domenico,Gente,9999-01-01,d007,Sales
261862,Demin,Penn,9999-01-01,d005,Development
261866,Michaela,Juneja,9999-01-01,d005,Development
261874,Elrique,Mandelberg,9999-01-01,d007,Sales
261960,Xinyu,Mahnke,9999-01-01,d005,Development
261962,Boutros,Ramaiah,9999-01-01,d005,Development
262047,Aksel,Thibadeau,9999-01-01,d005,Development
262051,Martien,Cummings,9999-01-01,d005,Development
262053,Hailing,Colorni,9999-01-01,d005,Development
262168,Youjian,Pews,9999-01-01,d007,Sales
262184,Trygve,Farrel,9999-01-01,d005,Development
262216,Ennio,Auria,9999-01-01,d007,Sales
262260,Ishfaq,Lund,9999-01-01,d005,Development
262271,Martina,Maliniak,9999-01-01,d005,Development
262296,Harngdar,Rindone,9999-01-01,d005,Development
262323,Sugwoo,Rodiger,9999-01-01,d005,Development
262333,Fayez,Haumacher,9999-01-01,d005,Development
262340,Zengping,Deverell,9999-01-01,d007,Sales
262348,Aksel,Frezza,9999-01-01,d007,Sales
262362,Arnd,Birge,9999-01-01,d005,Development
262368,Shir,Masamoto,9999-01-01,d007,Sales
262373,Sahrah,Koblitz,9999-01-01,d005,Development
262392,Teiji,Majewski,9999-01-01,d005,Development
262428,Changho,Gerlach,9999-01-01,d007,Sales
262451,Baoqiu,Pokrovskii,9999-01-01,d005,Development
262457,Stein,Collavizza,9999-01-01,d005,Development
262485,Tsvetan,Danecki,9999-01-01,d005,Development
262506,Masamitsu,Fordan,9999-01-01,d007,Sales
262550,Masako,Baranowski,9999-01-01,d007,Sales
262557,Rosalie,Barriga,9999-01-01,d007,Sales
262572,Xiaobin,Srimani,9999-01-01,d007,Sales
262591,Vivian,Ramalingam,9999-01-01,d007,Sales
262611,Georgy,Nitsche,9999-01-01,d005,Development
262635,Marit,Syrzycki,9999-01-01,d007,Sales
262645,Martins,Ranum,9999-01-01,d007,Sales
262663,Fumino,Riexinger,9999-01-01,d007,Sales
262673,Kazuhira,Wixon,9999-01-01,d005,Development
262677,Eishiro,Zumaque,9999-01-01,d007,Sales
262679,Sahrah,Gyimothy,9999-01-01,d005,Development
262725,Miyeon,Schiettecatte,9999-01-01,d005,Development
262736,Maris,Waschkowski,9999-01-01,d005,Development
262755,Arunachalam,Collette,9999-01-01,d005,Development
262766,Hauke,Meszaros,9999-01-01,d007,Sales
262801,Aamer,Krider,9999-01-01,d005,Development
262814,Vasiliy,Coullard,9999-01-01,d005,Development
262866,Poorav,Morrow,9999-01-01,d005,Development
262868,Arnould,Seiwald,9999-01-01,d007,Sales
262879,Mostafa,Zedlitz,9999-01-01,d005,Development
262882,Hatsukazu,Erdi,9999-01-01,d005,Development
262919,Naftali,Gist,9999-01-01,d007,Sales
262934,Breannda,Gini,9999-01-01,d005,Development
263000,Mayuko,Bale,9999-01-01,d007,Sales
263002,Ramzi,Bernatsky,9999-01-01,d007,Sales
263025,Idoia,Ginneken,9999-01-01,d007,Sales
263028,Kazuhiko,Homond,9999-01-01,d005,Development
263061,Xiaobin,Jenevein,9999-01-01,d007,Sales
263062,Berto,Piancastelli,9999-01-01,d005,Development
263070,Subhrajyoti,Raney,9999-01-01,d005,Development
263084,Subhrajyoti,Ranai,9999-01-01,d005,Development
263111,Arup,Avouris,9999-01-01,d005,Development
263116,Baziley,Jullig,9999-01-01,d005,Development
263122,Hyuckchul,Ranai,9999-01-01,d005,Development
263126,Berry,Hinsberger,9999-01-01,d007,Sales
263140,Abdulla,Iisaku,9999-01-01,d007,Sales
263142,Masaki,Linares,9999-01-01,d007,Sales
263182,Yongmin,Garnham,9999-01-01,d005,Development
263209,Howell,Schieder,9999-01-01,d005,Development
263219,Hisao,Pokrovskii,9999-01-01,d005,Development
263234,Xiaocheng,Rassart,9999-01-01,d007,Sales
263235,Elgin,Doering,9999-01-01,d005,Development
263248,Jeong,Fiebach,9999-01-01,d005,Development
263274,Amalendu,Engberts,9999-01-01,d005,Development
263305,Arie,Luit,9999-01-01,d005,Development
263354,Emdad,Caine,9999-01-01,d007,Sales
263366,Ewing,Bolotov,9999-01-01,d005,Development
263374,Arnould,Farrar,9999-01-01,d005,Development
263510,Deniz,Bolotov,9999-01-01,d005,Development
263517,Remko,Strandh,9999-01-01,d007,Sales
263525,Reinhard,Baek,9999-01-01,d007,Sales
263544,Kazuyasu,Baez,9999-01-01,d005,Development
263551,KayLiang,Uhrik,9999-01-01,d007,Sales
263569,Barun,Gips,9999-01-01,d007,Sales
263573,Visit,Anguita,9999-01-01,d005,Development
263587,Suzette,Heydon,9999-01-01,d005,Development
263590,Jinpo,Erev,9999-01-01,d005,Development
263599,Fen,VanScheik,9999-01-01,d007,Sales
263647,Weidon,Hellwagner,9999-01-01,d005,Development
263713,Abdulla,Bashian,9999-01-01,d005,Development
263714,Yagil,Kleiser,9999-01-01,d007,Sales
263735,Magdalena,Siksek,9999-01-01,d007,Sales
263777,Janche,Oppitz,9999-01-01,d005,Development
263790,Hauke,Christ,9999-01-01,d005,Development
263824,Yolla,Constantine,9999-01-01,d005,Development
263829,Jagoda,Ohori,9999-01-01,d005,Development
263868,Chinhyun,Koprowski,9999-01-01,d007,Sales
263879,Tianruo,Carrere,9999-01-01,d005,Development
263887,Pranas,Chinen,9999-01-01,d005,Development
263892,Elzbieta,Dymetman,9999-01-01,d007,Sales
263947,Siamak,Markovitch,9999-01-01,d005,Development
263956,Shaowen,Schmiedel,9999-01-01,d005,Development
263985,Tiina,Stifter,9999-01-01,d007,Sales
263997,Gita,Begiun,9999-01-01,d005,Development
264013,Baziley,Stifter,9999-01-01,d007,Sales
264019,Ulises,Barreiro,9999-01-01,d007,Sales
264081,Sadok,Feldmann,9999-01-01,d005,Development
264086,Aris,Deverell,9999-01-01,d007,Sales
264096,Serenella,Valiente,9999-01-01,d005,Development
264098,Sverrir,Rohrbach,9999-01-01,d005,Development
264099,Toshimitsu,Rettelbach,9999-01-01,d005,Development
264125,Arnould,Thibadeau,9999-01-01,d007,Sales
264128,Guangming,Suomi,9999-01-01,d007,Sales
264138,Mara,Garrabrants,9999-01-01,d007,Sales
264144,Saeed,Cronin,9999-01-01,d007,Sales
264151,Heather,Worfolk,9999-01-01,d007,Sales
264174,Jianwen,Brizzi,9999-01-01,d005,Development
264193,Gererd,Desikan,9999-01-01,d007,Sales
264198,Richard,Siprelle,9999-01-01,d005,Development
264200,Almudena,Koblick,9999-01-01,d005,Development
264201,Karlis,Mahmud,9999-01-01,d005,Development
264212,Salvador,Lagarias,9999-01-01,d005,Development
264234,Rayond,Benzaken,9999-01-01,d005,Development
264236,Sadun,Papsdorf,9999-01-01,d005,Development
264247,Herbert,Rotem,9999-01-01,d005,Development
264280,Mohua,Lienhardt,9999-01-01,d005,Development
264281,Heather,Halloran,9999-01-01,d005,Development
264292,Boguslaw,Frolund,9999-01-01,d005,Development
264311,Christoper,Muniz,9999-01-01,d005,Development
264327,Kristen,Speer,9999-01-01,d005,Development
264338,Luerbio,Garigliano,9999-01-01,d005,Development
264354,Sreekrishna,Lamparter,9999-01-01,d007,Sales
264356,Niteen,McAlpine,9999-01-01,d005,Development
264428,JiYoung,McFarlin,9999-01-01,d005,Development
264446,Katsuo,Kroha,9999-01-01,d005,Development
264494,Yolla,Itzfeldt,9999-01-01,d007,Sales
264495,Manibrata,Cyre,9999-01-01,d005,Development
264507,Barna,Brender,9999-01-01,d005,Development
264513,Kazuhira,Kugler,9999-01-01,d005,Development
264559,Kiyotoshi,Mundy,9999-01-01,d005,Development
264580,Valeri,Rosis,9999-01-01,d005,Development
264638,Kolar,Melter,9999-01-01,d007,Sales
264647,Yannik,Rothenberg,9999-01-01,d005,Development
264649,Kwee,Benantar,9999-01-01,d007,Sales
264662,Zhonghui,Yetim,9999-01-01,d005,Development
264667,Uwe,Mitsuhashi,9999-01-01,d007,Sales
264680,Zissis,Businaro,9999-01-01,d007,Sales
264689,Sangeeta,Rajcani,9999-01-01,d005,Development
264717,Adel,McConalogue,9999-01-01,d005,Development
264748,Qiwen,Penttonen,9999-01-01,d007,Sales
264800,Ymte,Collavizza,9999-01-01,d007,Sales
264802,Bluma,Kroll,9999-01-01,d005,Development
264860,Menkae,Munos,9999-01-01,d005,Development
264884,Berto,Lambe,9999-01-01,d005,Development
264898,Michaela,Ranum,9999-01-01,d005,Development
264945,Baoqiu,Salinas,9999-01-01,d005,Development
264951,Jagoda,Brobst,9999-01-01,d007,Sales
264955,Souichi,Muniz,9999-01-01,d007,Sales
264968,Collette,Farrel,9999-01-01,d005,Development
265021,Demos,Escriba,9999-01-01,d005,Development
265157,Narain,Aamodt,9999-01-01,d007,Sales
265201,Lakshmi,Walstra,9999-01-01,d005,Development
265203,Debatosh,Sudkamp,9999-01-01,d007,Sales
265249,Jacqueline,Levergood,9999-01-01,d005,Development
265268,Yoshinari,Lally,9999-01-01,d007,Sales
265276,Toshiki,Back,9999-01-01,d005,Development
265286,Inderjeet,Mahmud,9999-01-01,d007,Sales
265293,Herbert,Hempstead,9999-01-01,d007,Sales
265332,Xiaoqiang,Szemeredi,9999-01-01,d005,Development
265339,Lijie,Camurati,9999-01-01,d005,Development
265342,Tadahiro,Iivonen,9999-01-01,d005,Development
265377,Vasilii,Merle,9999-01-01,d007,Sales
265429,Hatem,Juneja,9999-01-01,d005,Development
265435,Aleksander,Garnham,9999-01-01,d007,Sales
265501,Paraskevi,Cromarty,9999-01-01,d007,Sales
265523,Koldo,Daescu,9999-01-01,d007,Sales
265527,Olivera,Hiraishi,9999-01-01,d005,Development
265544,Pasqua,Rosiles,9999-01-01,d007,Sales
265550,Fun,Bottner,9999-01-01,d007,Sales
265584,Jayson,Vuskovic,9999-01-01,d007,Sales
265595,Tooru,Levergood,9999-01-01,d007,Sales
265626,Alagu,Pagter,9999-01-01,d007,Sales
265635,Djelloul,Marakhovsky,9999-01-01,d007,Sales
265674,Xinglin,Sherertz,9999-01-01,d005,Development
265675,Sachin,Chiola,9999-01-01,d005,Development
265681,Marsal,Atrawala,9999-01-01,d007,Sales
265720,Yucai,Otillio,9999-01-01,d007,Sales
265733,Adly,Pelc,9999-01-01,d007,Sales
265762,George,Murrill,9999-01-01,d005,Development
265813,Elliott,Businaro,9999-01-01,d007,Sales
265855,Mandell,Simmel,9999-01-01,d005,Development
265870,Zongyan,Lamba,9999-01-01,d007,Sales
265903,Abdelkader,Angelov,9999-01-01,d007,Sales
265916,Hausi,Bratsberg,9999-01-01,d005,Development
265936,Fun,Kawashimo,9999-01-01,d007,Sales
265948,Weiru,Budinsky,9999-01-01,d007,Sales
265977,Lene,Tischendorf,9999-01-01,d005,Development
265979,Guoxiang,Sevcikova,9999-01-01,d007,Sales
266012,Satosi,Vieri,9999-01-01,d007,Sales
266018,Masanao,Cools,9999-01-01,d005,Development
266024,Shooichi,Nergos,9999-01-01,d005,Development
266038,Bodh,Chinin,9999-01-01,d005,Development
266049,Odysseas,Delaune,9999-01-01,d007,Sales
266053,Mario,Szilard,9999-01-01,d005,Development
266075,Makato,Lovengreen,9999-01-01,d005,Development
266079,Adil,Ghemri,9999-01-01,d005,Development
266082,Randi,Cichocki,9999-01-01,d005,Development
266089,Arno,Ranum,9999-01-01,d005,Development
266114,Arvind,Marletta,9999-01-01,d005,Development
266142,Marco,Bernini,9999-01-01,d005,Development
266159,Navid,Uludag,9999-01-01,d005,Development
266173,Arie,Cannane,9999-01-01,d007,Sales
266177,Marke,Weedon,9999-01-01,d005,Development
266185,Kazuhiro,Perl,9999-01-01,d007,Sales
266199,Goetz,Ferriere,9999-01-01,d005,Development
266238,Sachar,Weedon,9999-01-01,d007,Sales
266243,Lech,Borovoy,9999-01-01,d007,Sales
266261,Guenter,Luon,9999-01-01,d007,Sales
266315,Taisook,Boguraev,9999-01-01,d007,Sales
266377,Fumitaka,Ranon,9999-01-01,d005,Development
266389,Armond,Pauthner,9999-01-01,d007,Sales
266399,Breannda,Rubsam,9999-01-01,d005,Development
266467,Miquel,Tiemann,9999-01-01,d005,Development
266471,Quingbo,Birke,9999-01-01,d007,Sales
266487,Unal,Boyle,9999-01-01,d005,Development
266500,Hidekazu,Brickell,9999-01-01,d007,Sales
266542,Shim,Bail,9999-01-01,d007,Sales
266547,Kasturi,Stassinopoulos,9999-01-01,d005,Development
266550,Yuriy,Rouquie,9999-01-01,d007,Sales
266607,Tran,Hopewell,9999-01-01,d005,Development
266615,Monique,Menhardt,9999-01-01,d007,Sales
266643,Tonia,Basawa,9999-01-01,d005,Development
266647,Domenick,Moffat,9999-01-01,d007,Sales
266673,Stevo,Schade,9999-01-01,d005,Development
266708,Nahid,Ariola,9999-01-01,d005,Development
266709,Moie,Potthoff,9999-01-01,d005,Development
266729,Nahid,Bellone,9999-01-01,d005,Development
266731,Hugo,Khamsi,9999-01-01,d005,Development
266766,Stein,Solares,9999-01-01,d005,Development
266773,Qingxiang,Veeraraghavan,9999-01-01,d005,Development
266828,Lobel,Curless,9999-01-01,d007,Sales
266853,Hironobu,Piancastelli,9999-01-01,d005,Development
266904,Shalesh,Jeong,9999-01-01,d005,Development
266922,Koldo,Erde,9999-01-01,d007,Sales
266934,Guadalupe,Pavlopoulou,9999-01-01,d005,Development
266939,Chinhyun,Zobel,9999-01-01,d005,Development
266974,Rafael,Bellone,9999-01-01,d005,Development
267032,Mani,Back,9999-01-01,d005,Development
267046,Saeed,Kushner,9999-01-01,d005,Development
267094,Ymte,Kaelbling,9999-01-01,d007,Sales
267104,Ronghao,Marciano,9999-01-01,d005,Development
267109,Mohua,Kaminger,9999-01-01,d007,Sales
267124,Kwangsub,Bauknecht,9999-01-01,d007,Sales
267132,Subir,Gire,9999-01-01,d005,Development
267148,Fayez,Coors,9999-01-01,d005,Development
267178,Licheng,Sinicrope,9999-01-01,d005,Development
267198,Przemyslawa,Casperson,9999-01-01,d007,Sales
267244,Sadegh,Reistad,9999-01-01,d005,Development
267246,Leif,Valiente,9999-01-01,d005,Development
267257,Somnath,Sidhu,9999-01-01,d007,Sales
267274,Munehiko,Kornyak,9999-01-01,d007,Sales
267282,Guttorm,Szmurlo,9999-01-01,d005,Development
267295,Guiseppe,Fujisaki,9999-01-01,d007,Sales
267299,Ennio,Bisiani,9999-01-01,d005,Development
267300,Ugo,Panienski,9999-01-01,d005,Development
267328,Marsja,Luders,9999-01-01,d007,Sales
267356,JoAnne,Sury,9999-01-01,d005,Development
267375,Koichi,Birdsall,9999-01-01,d007,Sales
267376,Randi,Peck,9999-01-01,d005,Development
267387,Mohammad,Ghemri,9999-01-01,d005,Development
267393,Hironobu,Makinen,9999-01-01,d007,Sales
267411,Gio,Aloia,9999-01-01,d005,Development
267452,Hitofumi,Goldhammer,9999-01-01,d005,Development
267467,Billur,Ramsak,9999-01-01,d007,Sales
267480,Xiaoqiu,Koshiba,9999-01-01,d005,Development
267527,Serenella,Comte,9999-01-01,d005,Development
267535,Mototsugu,Maierhofer,9999-01-01,d005,Development
267544,Ingmar,Honglei,9999-01-01,d005,Development
267575,Lalit,Falster,9999-01-01,d005,Development
267599,Youjian,Niizuma,9999-01-01,d005,Development
267702,Gritta,Tzvieli,9999-01-01,d007,Sales
267703,Shushma,Versino,9999-01-01,d005,Development
267706,Miomir,Rusterholz,9999-01-01,d007,Sales
267707,Tze,Giveon,9999-01-01,d005,Development
267722,Baruch,Cangellaris,9999-01-01,d007,Sales
267750,Sahrah,Suppi,9999-01-01,d005,Development
267781,Nathan,Bade,9999-01-01,d007,Sales
267796,Moie,Coors,9999-01-01,d005,Development
267807,Weiye,Harnett,9999-01-01,d007,Sales
267840,Jianhui,Benzaken,9999-01-01,d005,Development
267854,Remko,Meszaros,9999-01-01,d007,Sales
267870,Genevieve,Silva,9999-01-01,d007,Sales
267891,Rafail,Rajala,9999-01-01,d005,Development
267923,Valter,Karnin,9999-01-01,d007,Sales
267932,Paraskevi,Zaiane,9999-01-01,d007,Sales
267945,Along,Remmele,9999-01-01,d005,Development
267946,Candida,Nyanchama,9999-01-01,d007,Sales
268012,Rafail,Fasbender,9999-01-01,d005,Development
268014,Hitomi,Rosca,9999-01-01,d005,Development
268015,Rajmohan,Waterhouse,9999-01-01,d005,Development
268054,Tonia,Demos,9999-01-01,d005,Development
268056,Lucian,Speek,9999-01-01,d005,Development
268108,Yonghong,Nitsche,9999-01-01,d005,Development
268138,Changho,Miara,9999-01-01,d007,Sales
268180,Alois,Baca,9999-01-01,d005,Development
268207,Nigel,Baalen,9999-01-01,d007,Sales
268211,Sverrir,Jansch,9999-01-01,d007,Sales
268294,Weiye,Ressouche,9999-01-01,d005,Development
268312,Tsvetan,Kaiser,9999-01-01,d005,Development
268313,Arlette,Showalter,9999-01-01,d007,Sales
268355,Gregory,Petereit,9999-01-01,d007,Sales
268386,Jiong,Bardell,9999-01-01,d005,Development
268405,Keiichiro,Penz,9999-01-01,d005,Development
268430,Erez,Avouris,9999-01-01,d005,Development
268436,Phuoc,Onuegbe,9999-01-01,d005,Development
268468,Seongbin,Ranze,9999-01-01,d005,Development
268530,Aria,Mayerwieser,9999-01-01,d005,Development
268580,Lucien,Matzov,9999-01-01,d005,Development
268620,Leszek,Kossowski,9999-01-01,d007,Sales
268633,Kshitij,Litecky,9999-01-01,d005,Development
268656,Gaetan,Copas,9999-01-01,d007,Sales
268665,Hyuckchul,Panwar,9999-01-01,d005,Development
268698,Hercules,Streng,9999-01-01,d005,Development
268728,Jouni,Kuszyk,9999-01-01,d005,Development
268740,Fumiya,Zhang,9999-01-01,d005,Development
268778,Guadalupe,Akazan,9999-01-01,d005,Development
268848,Lene,Vandervoorde,9999-01-01,d005,Development
268859,Sailaja,Sridhar,9999-01-01,d005,Development
268863,Sanjeeva,Pleszkun,9999-01-01,d005,Development
268880,Mary,Strooper,9999-01-01,d007,Sales
268885,Gila,Portugali,9999-01-01,d007,Sales
268887,Krister,Calkin,9999-01-01,d005,Development
268901,Zengping,Segond,9999-01-01,d005,Development
268922,Eishiro,Bonifati,9999-01-01,d007,Sales
268968,Van,Wilharm,9999-01-01,d005,Development
268969,Lein,Kermarrec,9999-01-01,d007,Sales
268981,Miomir,Schusler,9999-01-01,d007,Sales
268992,Basil,Genther,9999-01-01,d007,Sales
269008,Ranga,Emmart,9999-01-01,d007,Sales
269022,Masoud,Gunderson,9999-01-01,d005,Development
269030,Aruna,Masada,9999-01-01,d007,Sales
269041,Yahiko,Picaronny,9999-01-01,d005,Development
269066,Brigham,Plavsic,9999-01-01,d005,Development
269081,Tiina,Besancenot,9999-01-01,d005,Development
269109,Karlis,Goldhammer,9999-01-01,d007,Sales
269127,Poorav,Ishibashi,9999-01-01,d007,Sales
269157,Leaf,Asrin,9999-01-01,d007,Sales
269161,Oksana,Feldmann,9999-01-01,d005,Development
269197,Kiyokazu,Undy,9999-01-01,d005,Development
269201,Houman,Thiran,9999-01-01,d007,Sales
269216,Weijing,Zweizig,9999-01-01,d007,Sales
269237,Maik,Naudin,9999-01-01,d007,Sales
269252,Behnaam,Schwartzbauer,9999-01-01,d007,Sales
269268,Khatoun,Steinauer,9999-01-01,d007,Sales
269269,Leucio,Buchter,9999-01-01,d007,Sales
269271,Boaz,Zizka,9999-01-01,d007,Sales
269285,Hsiangchu,Falco,9999-01-01,d005,Development
269305,Sergi,Prenel,9999-01-01,d005,Development
269309,Hatim,Pelz,9999-01-01,d005,Development
269316,Bartek,Luby,9999-01-01,d005,Development
269359,Branimir,Paludetto,9999-01-01,d005,Development
269381,Hugh,Peak,9999-01-01,d005,Development
269385,Fay,Aumann,9999-01-01,d005,Development
269394,Teiji,Noriega,9999-01-01,d005,Development
269441,Pradeep,Zschoche,9999-01-01,d005,Development
269443,Ute,Schaad,9999-01-01,d005,Development
269466,Khalil,Baer,9999-01-01,d005,Development
269501,Udi,Delaune,9999-01-01,d007,Sales
269565,Maik,Rosar,9999-01-01,d005,Development
269592,Kauko,Argence,9999-01-01,d005,Development
269606,Sadok,Pluym,9999-01-01,d005,Development
269616,Yakkov,Apsitis,9999-01-01,d005,Development
269627,Howell,Rullman,9999-01-01,d005,Development
269641,Ymte,Lamma,9999-01-01,d005,Development
269678,Richard,Coney,9999-01-01,d005,Development
269706,Berni,Wissmann,9999-01-01,d007,Sales
269725,Sarita,Ranon,9999-01-01,d005,Development
269730,Jordanka,Ranft,9999-01-01,d005,Development
269758,Oldrich,Speckmann,9999-01-01,d005,Development
269775,Kellie,Katzenelson,9999-01-01,d005,Development
269779,Kazuhisa,Syang,9999-01-01,d005,Development
269802,Gregory,Tiemann,9999-01-01,d007,Sales
